index,Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Score,Sets_Played,Tie_Breaks
60245,French Open,2023-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Davidovich Fokina A.,Djokovic N.,Djokovic N.,34,3,6-7 6-7 2-6   ,3,2
60246,French Open,2023-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Musetti L.,Norrie C.,Musetti L.,18,13,6-1 6-2 6-4   ,3,0
60247,French Open,2023-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Schwartzman D.,Tsitsipas S.,Tsitsipas S.,95,5,2-6 2-6 3-6   ,3,0
60248,French Open,2023-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Varillas J.P.,Hurkacz H.,Varillas J.P.,94,14,3-6 6-3 7-6 4-6 6-2 ,5,1
60249,French Open,2023-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Shapovalov D.,Alcaraz C.,Alcaraz C.,32,1,1-6 4-6 2-6   ,3,0
60250,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Ruud C.,Zhang Zh.,Ruud C.,4,71,4-6 6-4 6-1 6-4  ,4,0
60251,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Seyboth Wild T.,Nishioka Y.,Nishioka Y.,172,33,6-3 6-7 6-2 4-6 0-6 ,5,1
60252,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Etcheverry T.,Coric B.,Etcheverry T.,49,16,6-3 7-6 6-2   ,3,1
60253,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Giron M.,Jarry N.,Jarry N.,75,35,2-6 3-6 7-6 3-6  ,4,1
60254,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Rune H.,Olivieri G.,Rune H.,6,231,6-4 6-1 6-3   ,3,0
60255,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Fritz T.,Cerundolo F.,Cerundolo F.,8,23,6-3 3-6 4-6 5-7  ,4,0
60256,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Dimitrov G.,Altmaier D.,Dimitrov G.,29,79,6-4 6-3 6-1   ,3,0
60257,French Open,2023-06-03,Grand Slam,Outdoor,Clay,3rd Round,5,Tiafoe F.,Zverev A.,Zverev A.,12,27,6-3 6-7 1-6 6-7  ,4,2
60258,French Open,2023-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Khachanov K.,Sonego L.,Khachanov K.,11,48,1-6 6-4 7-6 6-1  ,4,1
60259,French Open,2023-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Varillas J.P.,Djokovic N.,Djokovic N.,94,3,3-6 2-6 2-6   ,3,0
60260,French Open,2023-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Alcaraz C.,Musetti L.,Alcaraz C.,1,18,6-3 6-2 6-2   ,3,0
60261,French Open,2023-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Ofner S.,Tsitsipas S.,Tsitsipas S.,118,5,5-7 3-6 0-6   ,3,0
60262,French Open,2023-06-05,Grand Slam,Outdoor,Clay,4th Round,5,Ruud C.,Jarry N.,Ruud C.,4,35,7-6 7-5 7-5   ,3,1
60263,French Open,2023-06-05,Grand Slam,Outdoor,Clay,4th Round,5,Cerundolo F.,Rune H.,Rune H.,23,6,6-7 6-3 4-6 6-1 6-7 ,5,2
60264,French Open,2023-06-05,Grand Slam,Outdoor,Clay,4th Round,5,Zverev A.,Dimitrov G.,Zverev A.,27,29,6-1 6-4 6-3   ,3,0
60265,French Open,2023-06-05,Grand Slam,Outdoor,Clay,4th Round,5,Nishioka Y.,Etcheverry T.,Etcheverry T.,33,49,6-7 0-6 1-6   ,3,1
60266,French Open,2023-06-06,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Khachanov K.,Djokovic N.,3,11,4-6 7-6 6-2 6-4  ,4,1
60267,French Open,2023-06-06,Grand Slam,Outdoor,Clay,Quarterfinals,5,Tsitsipas S.,Alcaraz C.,Alcaraz C.,5,1,2-6 1-6 6-7   ,3,1
60268,French Open,2023-06-07,Grand Slam,Outdoor,Clay,Quarterfinals,5,Zverev A.,Etcheverry T.,Zverev A.,27,49,6-4 3-6 6-3 6-4  ,4,0
60269,French Open,2023-06-07,Grand Slam,Outdoor,Clay,Quarterfinals,5,Rune H.,Ruud C.,Ruud C.,6,4,1-6 2-6 6-3 3-6  ,4,0
60270,French Open,2023-06-09,Grand Slam,Outdoor,Clay,Semifinals,5,Djokovic N.,Alcaraz C.,Djokovic N.,3,1,6-3 5-7 6-1 6-1  ,4,0
60271,French Open,2023-06-09,Grand Slam,Outdoor,Clay,Semifinals,5,Zverev A.,Ruud C.,Ruud C.,27,4,3-6 4-6 0-6   ,3,0
60272,French Open,2023-06-11,Grand Slam,Outdoor,Clay,The Final,5,Djokovic N.,Ruud C.,Djokovic N.,3,4,7-6 6-3 7-5   ,3,1
